X,Y,QUERY_FIELD,IN_DASHBOARD,OBJECTID,LOCATION,LOCATION_NUMBER,LOCATION_NAME,POD_LATITUDE,POD_LONGITUDE,POD_ALTITUDE,READING_DATESTAMP_UTC,TEMPERATURE_C,PRESSURE_MBAR,HUMIDITY_RH,NOISE_LEVEL_DB,PEAK_NOISE_DB,CO_SCALED_PPB,NO_SCALED_PPB,SO2_SCALED_PPB,NO2_SCALED_PPB,O3_SCALED_PPB,CO2_SCALED_PPM,PM10_SCALED_UGM3,PM4_SCALED_UGM3,PM2_5_SCALED_UGM3,PM1_SCALED_UGM3,PM_TOTAL_SCALED_UGM3,AQHI,PM_TPC_SCALED_COUNTM3,NOX_PPB,GlobalID
-80.46121771,43.4535745,READING,N,1,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 12:15:00+00,11.5,975.3,58.7,63.6,68.8,234.72,1.89,0.36,6.84,29.45,447.0,8.1,4.99,4.22,3.31,8.1,2.0,0.69,8.73,83f479b0-1958-4150-8ed3-828ab64ad204
-80.46121771,43.4535745,READING,N,2,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 12:30:00+00,11.7,975.5,58.8,63.2,74.1,243.06,2.63,0.53,7.34,27.11,431.0,9.58,5.06,4.2,3.36,9.58,2.0,0.7,9.97,2d770b48-c9cd-4dc9-9d02-57899b191c53
-80.46121771,43.4535745,READING,N,3,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 12:45:00+00,12.1,975.3,59.0,65.8,87.1,235.71,3.11,0.48,7.63,27.87,432.0,10.49,5.58,4.49,3.61,10.49,2.0,0.77,10.74,a8bf7bf1-c59b-4ad4-b367-edb8062b31b7
-80.46121771,43.4535745,READING,N,4,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 13:00:00+00,12.5,975.1,58.7,65.3,82.2,229.49,3.55,0.72,8.77,27.69,429.0,8.23,5.79,4.87,4.13,8.23,2.0,0.85,12.32,0116d9a6-3580-4d36-a7b3-0df4103db1c7
-80.50395272,43.4441815,READING,N,5,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 12:15:00+00,12.4,976.2,57.7,68.3,83.4,263.58,1.42,0.79,9.46,25.58,411.0,12.18,6.89,5.92,4.53,12.22,2.0,2.03,10.88,d81e5cf5-02bf-4fb2-bd32-4f774b93cb80
-80.50395272,43.4441815,READING,N,6,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 12:30:00+00,12.9,975.9,57.3,68.4,77.8,257.62,0.92,0.67,10.3,24.76,412.0,8.76,6.05,5.26,4.12,8.76,2.0,1.8,11.22,b6e9ad46-d517-43a7-b3dd-538ea3af58a9
-80.50395272,43.4441815,READING,N,7,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 12:45:00+00,13.3,976.4,56.8,67.8,81.5,252.74,1.41,1.11,11.14,21.6,410.0,10.61,6.66,5.71,4.43,12.21,2.0,1.96,12.55,a020ab8a-3100-4092-9d62-ed0e5ede06c0
-80.50395272,43.4441815,READING,N,8,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 13:00:00+00,13.9,976.1,56.1,68.9,76.3,254.95,1.43,1.05,10.64,25.62,411.0,10.05,7.13,6.32,4.83,10.05,2.0,2.15,12.07,a8207177-cc67-4907-9bda-1285c2b9c7c7
-80.50396672,43.4401795,READING,N,9,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 12:15:00+00,11.9,974.4,56.5,68.6,75.3,344.16,0.59,0.06,7.23,26.73,423.0,7.47,4.73,4.0,2.99,7.47,2.0,2.98,7.82,1af64d52-575e-490b-a516-7e7f89b48b09
-80.50396672,43.4401795,READING,N,10,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 12:30:00+00,12.3,974.6,56.6,69.9,82.7,340.53,0.07,0.27,8.15,27.48,425.0,9.61,5.28,4.29,3.17,10.08,2.0,3.17,8.22,4015000e-27b5-4173-b0f9-a8d787405058
-80.50396672,43.4401795,READING,N,11,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 12:45:00+00,12.7,975.0,56.3,68.4,76.1,340.04,0.57,0.33,9.3,25.23,436.0,11.18,5.58,4.65,3.48,11.65,2.0,3.5,9.87,6e6cd3ac-909e-4fca-a235-2c7dc598bea9
-80.50396672,43.4401795,READING,N,12,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 13:00:00+00,13.3,974.9,55.7,70.1,77.1,337.32,0.6,0.52,10.17,22.35,417.0,9.25,5.76,4.89,3.65,9.25,2.0,3.68,10.77,d8e5082c-df7b-4d8c-87be-cccdd2e36e10
-80.49204272,43.43330349,READING,N,13,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 13:15:00+00,13.2,975.1,60.4,73.5,79.1,328.76,3.09,0.81,11.45,21.26,390.0,11.27,7.18,5.98,4.77,11.27,2.0,1.67,14.54,9760e10e-298e-4e9b-92be-98fd09323a33
-80.49204272,43.43330349,READING,N,14,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 13:30:00+00,13.6,974.9,60.0,71.9,79.6,322.48,4.15,0.74,12.84,15.03,394.0,10.13,7.14,5.94,4.77,10.13,2.0,1.66,16.99,b8586dc3-d43c-4932-b09d-5041b412790a
-80.49204272,43.43330349,READING,N,15,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 13:45:00+00,14.2,974.9,59.4,71.9,81.9,320.36,2.81,0.81,13.04,15.93,390.0,11.3,7.66,6.37,4.99,11.3,2.0,1.83,15.85,c70043d2-6239-4d68-841a-dd67b506c536
-80.49204272,43.43330349,READING,N,16,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 14:00:00+00,14.9,974.7,58.4,71.4,84.1,309.98,4.09,0.97,12.73,19.12,389.0,10.42,7.57,6.48,5.2,10.42,2.0,1.95,16.82,3b1167f5-b44e-4150-8e47-e4b48cfbca15
-80.48289672,43.4528475,READING,N,17,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 12:15:00+00,11.2,973.7,62.7,72.7,84.8,355.03,1.26,1.06,9.52,21.32,432.0,6.77,4.04,2.7,1.56,6.77,2.0,0.39,10.78,7eea83e8-f943-4709-b68c-d2ae630d0df9
-80.48289672,43.4528475,READING,N,18,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 12:30:00+00,11.6,973.4,62.7,73.1,80.1,343.85,1.24,0.95,9.55,20.57,430.0,9.21,4.16,2.88,1.69,9.21,2.0,0.44,10.79,ed08d394-d372-414a-9d93-94a1cdba2265
-80.48289672,43.4528475,READING,N,19,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 12:45:00+00,11.9,973.6,62.6,73.6,79.9,343.43,0.52,0.85,9.29,22.01,426.0,5.21,3.6,2.57,1.58,5.21,2.0,0.39,9.81,da370b2d-e0c4-468c-82ac-5f084b3b6d91
-80.48289672,43.4528475,READING,N,20,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 13:00:00+00,12.2,973.8,62.4,73.2,82.3,340.31,1.22,1.02,10.26,22.99,429.0,9.31,4.92,3.22,1.82,9.31,2.0,0.5,11.48,d47218a9-b88a-49a3-add8-a742f1b3d846
-80.46121771,43.4535745,READING,N,21,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 13:15:00+00,13.1,975.6,57.9,65.7,76.4,227.33,2.64,0.87,9.8,26.01,446.0,11.16,6.42,5.32,4.33,11.16,2.0,0.93,12.44,f1a9c65d-1f05-4daa-a3d3-ea49ba1088f7
-80.46121771,43.4535745,READING,N,22,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 13:30:00+00,13.8,975.0,57.3,66.4,75.3,220.21,1.17,0.99,9.85,24.46,436.0,8.47,5.99,5.17,4.27,8.47,2.0,0.89,11.02,0825513e-cc5e-485b-828b-738f9e15acb2
-80.46121771,43.4535745,READING,N,23,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 13:45:00+00,14.3,975.2,56.7,64.5,78.4,225.04,4.99,1.05,10.41,24.35,428.0,9.35,6.17,5.6,4.68,9.35,2.0,0.98,15.4,298dc3fd-6f32-46f6-9868-1b52ae478578
-80.46121771,43.4535745,READING,N,24,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 14:00:00+00,15.0,974.9,55.7,65.3,74.9,224.07,3.67,1.21,10.5,25.54,444.0,15.48,7.08,6.37,5.2,15.52,2.0,1.14,14.17,a759948f-e38d-448c-9dd2-42ec6e081701
-80.50395272,43.4441815,READING,N,25,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 13:15:00+00,14.4,976.2,55.4,67.8,78.3,248.97,1.43,1.24,10.99,24.94,416.0,13.64,7.82,6.76,5.14,13.67,2.0,2.3,12.42,08246280-276a-449f-a374-94d89add0470
-80.50395272,43.4441815,READING,N,26,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 13:30:00+00,15.2,976.0,54.7,66.4,75.7,243.48,1.03,1.43,11.59,20.46,414.0,11.93,7.91,6.89,5.41,11.96,2.0,2.42,12.62,19adc010-c0d3-4087-9ba3-92c8194f2b11
-80.50395272,43.4441815,READING,N,27,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 13:45:00+00,16.0,975.4,53.4,68.2,76.6,251.07,1.39,1.33,10.74,25.93,412.0,11.06,8.01,7.23,5.66,11.06,2.0,2.56,12.13,a1bbd660-d92b-40bd-b278-ef5c1e471369
-80.50395272,43.4441815,READING,N,28,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 14:00:00+00,16.7,975.6,52.6,67.7,79.5,233.64,1.38,1.51,11.57,22.08,415.0,14.08,8.08,7.34,5.74,14.54,2.0,2.6,12.95,4bc83831-f7f5-4bb8-9367-7d80ce2f6090
-80.50396672,43.4401795,READING,N,29,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 13:15:00+00,14.0,974.9,55.0,70.0,79.1,358.06,1.2,0.65,10.52,23.13,423.0,10.94,6.32,5.36,4.01,11.41,2.0,4.03,11.72,0a743bda-6df4-45bf-8356-49f4bdbbf45d
-80.50396672,43.4401795,READING,N,30,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 13:30:00+00,14.8,974.6,53.9,70.4,82.0,333.41,1.49,0.72,11.17,25.26,423.0,9.73,7.32,6.11,4.63,9.73,2.0,4.72,12.66,53224d18-0129-4f4c-88bd-2f96a8ec6469
-80.50396672,43.4401795,READING,N,31,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 13:45:00+00,15.4,974.9,53.0,69.3,78.0,332.12,0.91,0.83,11.38,23.0,420.0,11.25,7.52,6.39,4.89,11.25,2.0,4.94,12.29,1da24bbb-04e9-4cf0-90b9-407d97070a68
-80.50396672,43.4401795,READING,N,32,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 14:00:00+00,16.2,975.0,52.1,69.9,82.5,327.32,3.08,0.77,11.47,25.9,418.0,10.62,7.66,6.62,5.05,10.62,2.0,5.07,14.55,6ef95ab6-25d6-4c67-8c17-ce4446abe579
-80.49204272,43.43330349,READING,N,33,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 14:15:00+00,15.5,974.8,57.6,69.5,77.3,305.79,1.9,0.97,13.12,14.79,392.0,12.16,8.38,7.0,5.6,12.16,2.0,2.13,15.02,5cbd1b27-461d-4233-ace8-f8c2ae68e586
-80.49204272,43.43330349,READING,N,34,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 14:30:00+00,16.2,975.0,56.8,71.5,80.8,310.2,5.16,1.26,13.49,16.1,391.0,11.89,8.14,6.86,5.46,11.89,2.0,2.09,18.65,29662816-e21d-4c03-bf0d-804177eb6106
-80.49204272,43.43330349,READING,N,35,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 14:45:00+00,16.9,975.0,55.9,69.8,81.9,298.45,4.69,1.22,13.75,16.43,388.0,11.28,8.22,6.96,5.56,11.28,2.0,2.14,18.44,27951269-bba2-4cf7-b3ad-43b3f109e17e
-80.49204272,43.43330349,READING,N,36,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 15:00:00+00,17.7,974.6,55.1,70.0,79.2,299.25,1.85,1.38,13.03,17.56,391.0,12.32,8.32,6.98,5.47,12.32,2.0,2.11,14.88,55bf7b6b-e9e5-447e-968c-f5aa324e8534
-80.48289672,43.4528475,READING,N,37,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 13:15:00+00,12.6,973.4,61.9,73.8,82.7,338.86,0.95,1.02,10.07,18.78,429.0,8.82,4.64,3.27,1.89,8.82,2.0,0.52,11.02,631566ad-7879-4073-9334-e38399a722cc
-80.48289672,43.4528475,READING,N,38,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 13:30:00+00,13.0,973.4,61.5,72.9,79.1,343.11,0.54,1.02,10.39,18.3,429.0,7.42,4.23,2.93,1.85,7.42,2.0,0.49,10.93,42ae82d1-484d-45fb-b483-b46504fbc4e3
-80.48289672,43.4528475,READING,N,39,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 13:45:00+00,13.6,973.2,61.0,73.1,80.8,339.14,2.06,1.06,10.13,20.56,434.0,7.34,4.81,3.41,2.08,7.34,2.0,0.56,12.19,69082128-92cc-431b-b1a6-96fbb7cc561f
-80.48289672,43.4528475,READING,N,40,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 14:00:00+00,14.2,973.8,60.0,73.5,81.4,339.94,1.19,0.97,10.21,18.97,430.0,9.38,5.07,3.61,2.21,9.38,2.0,0.61,11.4,d95605e7-4dfa-48b9-ab83-836c6435c1ab
-80.46121771,43.4535745,READING,N,41,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 14:15:00+00,15.7,974.6,54.7,65.8,80.5,209.15,6.51,1.29,10.83,23.9,444.0,12.41,6.97,6.64,5.87,12.41,2.0,1.24,17.34,1f357562-3f8a-4807-b6be-413eb482b3c9
-80.46121771,43.4535745,READING,N,42,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 14:30:00+00,16.4,974.7,53.8,63.9,72.8,207.16,5.28,1.37,11.19,23.22,445.0,12.02,7.59,6.84,6.03,12.02,2.0,1.28,16.47,36c77f78-29e3-4447-b5c8-524e46f9b640
-80.46121771,43.4535745,READING,N,43,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 14:45:00+00,17.1,974.8,53.0,64.8,73.9,205.21,4.01,1.47,11.24,21.41,443.0,14.27,7.8,7.09,6.18,14.31,2.0,1.32,15.25,aab0b3f8-ea85-42bd-8469-45a3dd048f07
-80.46121771,43.4535745,READING,N,44,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 15:00:00+00,17.8,974.6,52.5,63.1,72.3,200.81,5.52,1.68,11.83,18.07,448.0,18.61,8.46,7.38,6.09,19.26,2.0,1.33,17.35,064fdbbd-a050-4d77-bd30-8c6481a1c687
-80.50395272,43.4441815,READING,N,45,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 14:15:00+00,17.4,975.9,51.6,69.4,82.4,217.67,1.39,1.57,10.74,26.29,414.0,12.17,7.98,7.08,5.61,12.17,2.0,2.53,12.13,70b5a48a-413b-416d-80bb-7b0935777a58
-80.50395272,43.4441815,READING,N,46,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 14:30:00+00,18.1,975.7,50.9,68.8,86.2,214.82,1.27,1.7,11.26,24.4,417.0,14.76,8.03,7.01,5.47,15.22,2.0,2.49,12.53,3736b8b1-9bae-4275-ad3b-b26216b1b58f
-80.50395272,43.4441815,READING,N,47,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 14:45:00+00,18.7,975.7,50.3,69.9,81.5,208.88,1.25,1.8,10.83,25.25,417.0,15.57,7.91,6.88,5.35,16.06,2.0,2.41,12.08,c2922db2-d2c5-4753-a7f1-43e54300461f
-80.50395272,43.4441815,READING,N,48,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 15:00:00+00,19.5,975.8,49.4,70.2,81.6,204.72,1.23,1.68,10.18,29.9,417.0,11.71,8.26,7.23,5.56,11.71,2.0,2.48,11.41,f10c8d40-31b7-444d-8047-429da0ac3bea
-80.50396672,43.4401795,READING,N,49,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 14:15:00+00,17.0,974.1,51.2,68.5,76.8,324.53,1.93,0.95,12.03,21.85,422.0,11.87,7.77,6.51,4.88,11.87,2.0,4.92,13.96,0ee66c22-e8b3-4211-aef1-1cf10e85df60
-80.50396672,43.4401795,READING,N,50,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 14:30:00+00,17.9,974.4,50.3,70.3,87.4,316.56,0.92,0.93,11.64,24.75,421.0,13.12,7.39,6.09,4.52,13.16,2.0,4.56,12.56,eae9fdfe-2afe-4a1e-b13b-6b87a74ff55b
-80.50396672,43.4401795,READING,N,51,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 14:45:00+00,18.7,974.0,49.1,69.7,78.6,309.61,,1.02,11.66,24.56,420.0,13.07,7.4,6.27,4.71,16.52,2.0,4.76,11.66,788e4279-ecd2-4698-b0e3-17147f61df73
-80.50396672,43.4401795,READING,N,52,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 15:00:00+00,19.5,974.4,48.3,69.8,79.7,303.95,1.63,1.05,11.83,24.3,419.0,16.56,7.73,6.11,4.42,17.06,2.0,4.48,13.46,3f05192f-ccb9-4753-b5cf-cf6f63887770
-80.49204272,43.43330349,READING,N,53,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 15:15:00+00,18.5,975.0,54.0,70.1,84.0,286.86,2.58,1.57,13.22,18.52,391.0,11.93,8.21,6.91,5.51,11.93,2.0,2.13,15.8,324f3b42-6526-4bb9-bd95-dcccad189378
-80.49204272,43.43330349,READING,N,54,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 15:30:00+00,19.2,975.2,52.9,72.2,93.9,280.2,0.36,1.53,12.4,21.09,388.0,13.61,8.43,7.13,5.64,13.64,2.0,2.16,12.76,c7c3e7f9-b507-4263-8c55-b02b59eac436
-80.49204272,43.43330349,READING,N,55,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 15:45:00+00,19.8,974.6,52.2,72.2,91.3,302.16,1.96,1.82,12.27,21.33,389.0,14.03,8.56,7.14,5.61,23.64,2.0,2.19,14.23,7bbd7770-dc09-46b2-a527-87bf1003798f
-80.49204272,43.43330349,READING,N,56,St. Bernadette,1924,Pod 2450295,43.433295,-80.492039,297,2021/04/08 16:00:00+00,20.3,974.6,51.7,74.3,88.9,278.99,1.0,1.91,12.19,22.03,390.0,12.19,9.0,7.55,5.85,12.19,2.0,2.33,13.19,69ee0340-fc36-4bb6-bbe6-d5e5c77ddfbb
-80.48289672,43.4528475,READING,N,57,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 14:15:00+00,14.9,973.3,59.1,73.3,82.3,337.54,1.25,0.89,10.81,17.04,435.0,7.53,5.01,3.61,2.27,7.53,2.0,0.62,12.06,ef7b8949-2387-4e10-a842-66061bb58467
-80.48289672,43.4528475,READING,N,58,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 14:30:00+00,15.6,973.2,57.9,72.8,90.4,327.58,0.71,0.82,10.61,20.88,432.0,9.66,5.09,3.67,2.3,9.66,2.0,0.66,11.32,1b5f7788-45f2-4dcd-80c4-7f59cd3dd69f
-80.48289672,43.4528475,READING,N,59,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 14:45:00+00,16.3,973.2,57.2,72.6,80.6,327.74,1.19,0.89,10.59,19.66,429.0,9.35,5.17,3.79,2.44,9.35,2.0,0.69,11.78,bf2877f9-6624-47e2-867d-2b28ccb0e74f
-80.48289672,43.4528475,READING,N,60,Suddaby,1923,Pod 2450293,43.452839,-80.482893,331,2021/04/08 15:00:00+00,17.1,973.0,56.5,73.1,78.6,324.58,1.23,0.85,10.02,18.03,431.0,8.07,5.02,3.6,2.28,8.07,2.0,0.64,11.25,2f98f719-dec7-4173-8751-3e9180c2d679
-80.46121771,43.4535745,READING,N,61,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 15:15:00+00,18.7,974.4,51.4,64.5,80.0,186.97,2.8,1.48,10.68,22.62,439.0,14.11,8.11,7.03,5.93,14.15,2.0,1.25,13.48,4a8559b8-a8e5-4c81-996f-c8848d2d901e
-80.46121771,43.4535745,READING,N,62,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 15:30:00+00,19.4,974.5,50.6,67.4,86.7,177.57,4.76,1.42,10.29,27.93,445.0,13.21,7.87,7.0,5.82,13.21,2.0,1.26,15.05,93465d4b-1147-4a52-bfd4-ddcf5594163f
-80.46121771,43.4535745,READING,N,63,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 15:45:00+00,20.0,974.5,50.0,67.3,76.4,174.08,3.48,1.7,10.39,26.02,447.0,14.94,7.49,6.63,5.58,14.98,2.0,1.2,13.87,9df12399-d6c4-44dd-a722-7e4b972b95b8
-80.46121771,43.4535745,READING,N,64,Smithson,1920,Pod 2450232,43.453566,-80.461214,316,2021/04/08 16:00:00+00,20.6,974.5,49.3,64.9,90.5,170.87,3.09,1.58,10.07,27.89,447.0,16.23,7.63,6.68,5.66,18.35,2.0,1.21,13.16,e720132d-2f3d-4477-893e-f5dc6f299c5f
-80.50395272,43.4441815,READING,N,65,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 15:15:00+00,20.2,974.9,48.3,71.6,82.3,194.28,1.14,1.84,10.17,31.0,414.0,12.02,7.84,6.99,5.47,12.02,3.0,2.45,11.31,bec28107-30ff-4dd0-9d30-340f8e7c15c1
-80.50395272,43.4441815,READING,N,66,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 15:30:00+00,20.7,975.1,47.7,72.1,84.0,192.45,1.18,1.96,10.11,30.37,423.0,15.12,8.77,7.62,5.8,15.15,3.0,2.65,11.29,3e08391d-1505-4af3-94d2-3781748b349c
-80.50395272,43.4441815,READING,N,67,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 15:45:00+00,21.3,976.0,47.0,71.0,85.7,193.62,1.05,1.7,9.75,33.0,410.0,14.99,8.52,7.44,5.77,16.58,3.0,2.61,10.8,ead50d82-1e80-437a-94b5-825a09889ed2
-80.50395272,43.4441815,READING,N,68,Victoria Park,1922,Pod 2450234,43.444173,-80.503949,294,2021/04/08 16:00:00+00,21.9,975.5,46.4,71.6,86.7,190.56,0.99,1.73,9.04,34.83,415.0,15.04,8.81,7.54,5.77,15.07,3.0,2.61,10.03,98eab4e3-6e8a-47a6-94c4-0471d520e1a9
-80.50396672,43.4401795,READING,N,69,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 15:15:00+00,20.4,974.1,46.8,71.5,86.6,296.67,0.59,0.9,11.28,29.49,417.0,12.65,7.86,6.4,4.76,12.65,2.0,4.8,11.87,bbc8bb1f-7f59-43ca-8d44-8538a268e2cf
-80.50396672,43.4401795,READING,N,70,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 15:30:00+00,21.1,973.7,45.7,72.7,91.4,291.73,2.19,0.87,10.92,34.21,419.0,14.33,8.24,6.78,5.01,14.36,3.0,5.1,13.11,a324e852-d7d0-44de-b5ed-471e82eed613
-80.50396672,43.4401795,READING,N,71,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 15:45:00+00,21.5,974.3,45.2,72.1,86.6,292.53,2.35,1.06,11.23,33.0,419.0,15.14,8.66,6.83,5.03,15.17,3.0,5.09,13.58,100f580c-1bcf-4af7-b132-dc74dc8c0b79
-80.50396672,43.4401795,READING,N,72,J. F. Carmichael,1921,Pod 2450233,43.440171,-80.503963,298,2021/04/08 16:00:00+00,22.1,974.3,44.6,71.1,79.5,297.96,1.32,0.95,11.45,32.31,420.0,13.5,8.35,6.79,5.04,13.5,3.0,5.12,12.77,15e1e6f1-f67b-4089-bcad-a168b6fcc52b
